Delta,Theta,Alpha,Beta,Y
1.06433E+05,9.373E+04,2.8581E+04,4.861E+03,1E+00
6.36856E+05,8.4562E+04,5.6078E+04,1.805E+04,1E+00
2.73121E+05,6.6748E+04,2.3491E+04,3.561E+03,1E+00
3.20534E+05,6.1097E+04,2.3265E+04,3.854E+03,1E+00
4.22929E+05,7.5799E+04,1.11623E+05,1.7723E+04,1E+00
3.9423E+04,2.7542E+04,1.3668E+04,1.7883E+04,1E+00
2.95692E+05,3.3469E+04,1.8555E+04,8.244E+03,1E+00
4.56803E+05,1.23222E+05,1.0696E+04,4.727E+03,1E+00
1.71277E+05,4.6152E+04,8.866E+03,1.971E+03,1E+00
9.23922E+05,1.79921E+05,3.9912E+04,8.1322E+04,1E+00
2.31875E+05,3.45176E+05,5.9338E+04,4.0784E+04,1E+00
1.102225E+06,7.861E+04,1.07535E+05,1.6882E+04,1E+00
1.567988E+06,7.84887E+05,2.08468E+05,1.2303E+04,1E+00
1.1324E+05,8.7766E+04,2.0528E+04,6.2846E+04,1E+00
1.34731E+06,6.63319E+05,7.6145E+04,3.1932E+04,1E+00
2.710475E+06,2.96899E+05,1.02164E+05,1.19778E+05,1E+00
1.842936E+06,3.10352E+05,2.7221E+04,1.25419E+05,1E+00
1.70118E+05,6.001E+03,5.984E+03,4.071E+03,1E+00
2.5818E+05,7.3795E+04,2.2195E+04,8.563E+03,1E+00
8.60545E+05,8.33248E+05,1.3917E+05,1.9432E+04,1E+00
1.372669E+06,2.89593E+05,1.665E+04,4.5478E+04,1E+00
6.37846E+05,5.4397E+04,1.853E+04,4.433E+03,1E+00
8.6373E+04,1.161E+04,4.019E+03,4.068E+03,1E+00
5.58023E+05,1.72617E+05,1.3426E+04,7.987E+03,1E+00
1.60576E+05,1.30869E+05,1.8122E+04,1.0341E+04,1E+00
1.131013E+06,4.9606E+04,3.446E+03,7.442E+03,1E+00
2.55595E+05,4.387E+03,6.826E+03,4.331E+03,1E+00
3.41035E+05,3.7453E+04,1.792E+04,1.7941E+04,1E+00
9.1139E+04,2.9791E+05,1.4455E+04,1.9025E+04,1E+00
1.63925E+05,3.354E+03,1.153E+04,1.1803E+04,1E+00
6.32798E+05,1.5544E+04,9.648E+03,4.06E+03,1E+00
6.03842E+05,5.8575E+04,5.178E+03,9.155E+03,1E+00
1.19779E+05,3.0823E+04,8.387E+03,1.986E+03,1E+00
9.8335E+04,2.39441E+05,1.28444E+05,2.0162E+04,1E+00
9.63434E+05,2.177E+05,5.623E+03,3.546E+03,1E+00
1.155822E+06,2.27865E+05,4.4746E+04,3.3973E+04,1E+00
8.2032E+04,2.8469E+04,1.1391E+04,4.331E+03,1E+00
6.9722E+05,8.71923E+05,4.2012E+04,2.1077E+04,1E+00
8.2822E+04,3.2464E+04,3.561E+03,2.261E+03,1E+00
7.36067E+05,3.9291E+04,1.303E+04,1.53E+03,1E+00
3.91709E+05,2.01456E+05,5.6256E+04,1.7229E+04,1E+00
1.857609E+06,8.2209E+04,2.6574E+04,9.34E+03,1E+00
5.36474E+05,2.78489E+05,7.4753E+04,2.2838E+04,1E+00
4.0065E+04,9.2533E+04,1.2826E+04,2.666E+03,1E+00
4.82231E+05,2.73729E+05,9.2556E+04,1.3715E+04,1E+00
1.13723E+05,6.9093E+04,6.541E+03,5.286E+03,1E+00
7.35165E+05,5.678E+04,3.2758E+04,1.0608E+04,1E+00
1.17215E+05,7.9334E+04,7.712E+03,2.952E+03,1E+00
3.95748E+05,5.9874E+04,1.7813E+04,2.169E+03,1E+00
1.29794E+05,1.64416E+05,1.079E+04,5.138E+03,1E+00
5.0302E+05,4.4598E+04,6.009E+03,7.012E+03,1E+00
8.64476E+05,2.47878E+05,1.84132E+05,2.3979E+04,1E+00
3.98601E+05,4.7805E+04,2.063E+04,2.0698E+04,1E+00
1.084686E+06,3.2824E+05,3.8414E+04,1.483E+04,1E+00
1.43236E+05,2.16268E+05,3.7868E+04,1.2114E+04,1E+00
2.90361E+05,6.3471E+04,8.878E+03,3.281E+03,1E+00
1.740824E+06,3.50558E+05,6.81E+03,1.2301E+04,1E+00
1.788641E+06,1.561209E+06,4.67145E+05,1.83644E+05,1E+00
8.79869E+05,3.43615E+05,3.9952E+04,3.2246E+04,1E+00
2.71279E+05,1.63351E+05,3.3447E+04,4.289E+03,1E+00
3.58339E+05,4.2197E+04,1.4004E+04,3.76E+03,1E+00
8.76492E+05,1.06812E+05,8.3293E+04,8.385E+03,1E+00
5.36944E+05,3.14591E+05,1.57548E+05,8.051E+03,1E+00
8.08713E+05,4.04827E+05,1.4978E+04,1.1381E+04,1E+00
6.8931E+05,5.62175E+05,3.8841E+04,2.0846E+04,1E+00
1.858801E+06,7.4861E+04,2.6631E+04,3.2049E+04,1E+00
1.02715E+06,3.53529E+05,6.6508E+04,1.2899E+04,1E+00
2.26804E+05,2.8479E+04,2.6943E+04,4.193E+03,1E+00
2.30925E+05,8.8864E+04,3.3862E+04,6.536E+03,1E+00
8.93621E+05,2.08492E+05,4.9481E+04,3.4917E+04,1E+00
7.09981E+05,8.45898E+05,9.92457E+05,1.75097E+05,1E+00
8.4428E+05,3.88452E+05,5.339E+04,2.2222E+04,1E+00
1.95727E+05,3.0125E+04,1.8211E+04,6.027E+03,1E+00
1.961647E+06,1.3063E+05,1.6657E+04,3.7769E+04,1E+00
1.081749E+06,3.05894E+05,3.986E+04,1.8114E+04,1E+00
2.5299E+05,4.668E+04,2.2059E+04,2.616E+03,1E+00
1.570723E+06,7.7345E+04,2.32241E+05,3.2842E+04,1E+00
7.42819E+05,1.15958E+05,7.0512E+04,2.029E+04,1E+00
1.96802E+06,1.83062E+05,1.3866E+04,2.1914E+04,1E+00
8.79065E+05,7.36781E+05,2.586E+04,1.7828E+04,1E+00
7.77147E+05,3.25422E+05,3.0809E+04,3.1174E+04,1E+00
8.57867E+05,5.6914E+04,7.597E+03,1.2631E+04,1E+00
1.74493E+05,3.2529E+04,1.3689E+04,5.83E+03,1E+00
4.62993E+05,1.39111E+05,1.3462E+04,5.313E+03,1E+00
2.112306E+06,9.7192E+04,1.71054E+05,1.70785E+05,1E+00
1.84805E+06,1.778613E+06,1.67067E+05,7.3667E+04,1E+00
1.057557E+06,4.01886E+05,1.2035E+04,9.587E+03,1E+00
5.28111E+05,1.02711E+05,2.9037E+04,2.258E+04,1E+00
1.038492E+06,1.20856E+05,4.5343E+04,8.596E+03,1E+00
1.51118E+05,1.6227E+04,1.414E+03,6.63E+02,1E+00
4.80112E+05,2.44612E+05,1.0119E+04,3.2481E+04,1E+00
9.00921E+05,2.38435E+05,7.9086E+04,1.2869E+04,1E+00
6.07865E+05,7.42987E+05,7.1703E+04,3.09593E+05,1E+00
1.637418E+06,7.32348E+05,2.25191E+05,4.9744E+04,1E+00
1.793041E+06,5.12915E+05,1.6416E+04,3.0516E+04,1E+00
3.85284E+05,1.20554E+05,1.8695E+04,2.0137E+04,1E+00
2.129607E+06,1.74805E+05,1.21491E+05,1.139E+04,1E+00
1.38602E+06,3.81264E+05,1.09993E+05,8.4487E+04,1E+00
1.58456E+05,7.3327E+04,1.9975E+04,8.349E+03,1E+00
9.02817E+05,2.81309E+05,2.0229E+04,2.5135E+04,1E+00
4.7419E+04,5.9123E+04,9.285E+03,4.554E+03,1E+00
3.8521E+05,2.74805E+05,1.5037E+04,2.1272E+04,1E+00
1.33615E+05,2.6752E+04,7.782E+03,4.47E+03,1E+00
1.909191E+06,1.644977E+06,6.41482E+05,8.7432E+04,1E+00
9.5226E+05,2.12862E+05,5.0884E+04,4.8513E+04,1E+00
1.377618E+06,1.258785E+06,1.37554E+05,4.0745E+04,1E+00
1.458037E+06,1.015955E+06,1.15319E+05,1.8824E+04,1E+00
1.121967E+06,4.05846E+05,4.2789E+04,2.3136E+04,1E+00
1.00995E+06,3.2487E+05,6.447E+04,1.8192E+04,1E+00
7.17493E+05,2.95468E+05,5.813E+03,1.5101E+04,1E+00
1.009936E+06,6.07399E+05,1.48463E+05,5.2829E+04,1E+00
3.69855E+05,2.2212E+05,4.1678E+04,5.634E+03,1E+00
1.602013E+06,1.70082E+05,7.935E+03,8.326E+03,1E+00
9.55916E+05,2.96885E+05,1.70197E+05,3.2178E+04,1E+00
8.52499E+05,3.27838E+05,1.24494E+05,3.7014E+04,1E+00
6.02861E+05,6.4193E+04,7.2772E+04,2.5763E+04,1E+00
7.2304E+04,3.2853E+04,3.021E+03,2.36E+03,1E+00
5.84849E+05,1.25022E+05,4.4819E+04,1.3013E+04,1E+00
1.126626E+06,4.34993E+05,1.86321E+05,2.8976E+04,1E+00
9.9574E+04,2.4532E+04,4.883E+03,2.46E+03,1E+00
8.64096E+05,2.46267E+05,3.7174E+04,1.0809E+04,1E+00
2.672086E+06,2.44652E+05,1.64701E+05,7.8361E+04,1E+00
1.16383E+06,4.72201E+05,8.108E+03,2.1214E+04,1E+00
1.087941E+06,7.8283E+04,5.4725E+04,2.6755E+04,1E+00
3.477614E+06,5.70433E+05,6.8243E+04,2.1799E+04,1E+00
1.11948E+05,2.599E+04,4.92E+03,2.257E+03,1E+00
2.089792E+06,5.10024E+05,7.8611E+04,5.3383E+04,1E+00
1.37609E+06,4.40404E+05,1.81196E+05,1.08669E+05,1E+00
1.38227E+05,2.0595E+04,2.86E+02,2.0921E+04,1E+00
5.79069E+05,3.1901E+04,2.489E+04,9.841E+03,1E+00
9.84288E+05,3.86819E+05,2.536E+04,3.5633E+04,1E+00
2.7858E+04,3.3414E+05,1.4524E+04,1.4501E+04,1E+00
3.42717E+05,7.2605E+04,1.6603E+04,1.8872E+04,1E+00
1.98755E+05,4.0966E+04,1.6915E+04,5.152E+03,1E+00
1.32561E+05,8.3336E+04,9.238E+03,4.1162E+04,1E+00
6.02493E+05,7.55848E+05,3.0761E+04,4.586E+04,1E+00
3.9916E+04,3.3609E+04,3.746E+04,1.2906E+04,1E+00
1.24275E+05,1.3646E+04,6.313E+03,2.399E+03,1E+00
3.43527E+05,2.53064E+05,7.6054E+04,1.8609E+04,1E+00
1.163094E+06,2.61591E+05,4.2939E+04,3.1863E+04,1E+00
3.48814E+05,9.0169E+04,9.688E+03,1.8938E+04,1E+00
1.1932E+04,1.5836E+04,1.1632E+04,1.0984E+04,1E+00
1.1487E+05,1.67972E+05,1.6368E+04,3.5933E+04,1E+00
3.204628E+06,2.62064E+05,3.5076E+04,3.1976E+04,1E+00
6.41333E+05,7.2262E+04,1.7946E+04,5.539E+03,1E+00
1.05183E+05,1.2098E+05,5.1622E+04,5.5519E+04,1E+00
1.34648E+05,1.16857E+05,9.37E+03,2.5253E+04,1E+00
9.4789E+05,2.40665E+05,4.6454E+04,3.7913E+04,1E+00
5.2307E+04,1.7198E+04,1.0317E+04,2.9416E+04,1E+00
5.17902E+05,2.12107E+05,1.5903E+04,5.0821E+04,1E+00
1.22529E+05,5.0731E+04,2.9917E+04,6.991E+03,1E+00
1.00829E+05,1.07311E+05,2.8438E+04,1.8973E+04,1E+00
1.75973E+05,6.5412E+04,1.6437E+04,8.977E+03,1E+00
1.9207E+05,1.45634E+05,3.5747E+04,5.2666E+04,1E+00
2.8368E+04,1.4744E+04,1.1821E+04,6.5225E+04,1E+00
5.40888E+05,1.897E+04,3.998E+03,7.188E+03,1E+00
1.78585E+05,3.1759E+04,2.0875E+04,3.28E+03,1E+00
3.4272E+05,5.8124E+04,6.717E+04,6.3109E+04,1E+00
5.25575E+05,1.4549E+05,8.165E+04,2.6116E+04,1E+00
3.31859E+05,5.3497E+04,1.5951E+04,1.2721E+04,1E+00
1.0276E+05,6.7608E+04,2.8113E+04,1.1779E+04,1E+00
3.83969E+05,5.6991E+04,2.0555E+04,1.117E+04,1E+00
2.04279E+05,1.12941E+05,4.1169E+04,2.5416E+04,1E+00
5.5752E+05,3.5017E+04,2.2444E+04,9.622E+03,1E+00
1.97159E+05,6.4907E+04,9.026E+03,5.785E+03,1E+00
1.48243E+05,1.57849E+05,5.4643E+04,1.6054E+04,1E+00
2.34564E+05,1.7858E+04,1.6092E+04,8.979E+03,1E+00
9.376E+03,1.5432E+04,1.2466E+04,1.0022E+04,1E+00
1.68842E+05,4.7704E+04,1.0962E+04,2.8422E+04,1E+00
1.68982E+05,5.7784E+04,1.8437E+04,1.219E+04,1E+00
1.40339E+05,2.3076E+04,3.473E+03,4.443E+03,1E+00
4.22774E+05,1.55703E+05,2.358E+03,1.1198E+04,1E+00
1.4753E+04,8.841E+03,2.218E+03,1.0558E+04,1E+00
2.41302E+05,2.24158E+05,9.4703E+04,2.5441E+04,1E+00
4.21559E+05,6.8949E+04,3.2081E+04,2.2338E+04,1E+00
2.72542E+05,9.9013E+04,5.7543E+04,2.1156E+04,1E+00
1.77212E+05,5.1868E+04,1.5491E+04,1.2611E+04,1E+00
4.5958E+04,5.34E+03,1.438E+03,1.288E+03,1E+00
1.040407E+06,7.11105E+05,6.0271E+04,2.23407E+05,1E+00
1.726379E+06,1.75403E+05,2.54738E+05,3.25675E+05,1E+00
8.65354E+05,2.01077E+05,2.1634E+04,5.503E+03,1E+00
5.72092E+05,5.45459E+05,7.7603E+04,3.8687E+04,1E+00
1.536814E+06,2.4555E+04,2.259E+03,7.499E+03,1E+00
2.57188E+05,7.3962E+04,2.736E+04,5.331E+03,1E+00
3.89779E+05,4.84258E+05,8.087E+03,6.0224E+04,1E+00
2.29618E+05,7.7129E+04,1.8173E+04,4.903E+03,1E+00
1.19381E+05,1.01896E+05,1.4625E+04,2.3367E+04,1E+00
3.8573E+05,4.11161E+05,7.8433E+04,3.5376E+04,1E+00
1.3315E+04,4.9323E+04,1.4106E+04,5.848E+03,1E+00
2.52056E+05,1.314E+04,7.618E+03,5.932E+03,1E+00
1.96508E+05,2.29009E+05,9.0328E+04,1.8637E+04,1E+00
1.1115E+04,1.2548E+04,3.7E+03,4.967E+03,1E+00
2.59812E+05,3.58129E+05,3.1513E+04,2.8723E+04,1E+00
2.64152E+05,3.6429E+04,1.5E+03,2.032E+03,1E+00
1.3261E+04,6.309E+03,3.178E+04,1.25E+04,1E+00
2.01471E+05,1.7692E+04,1.393E+04,2.317E+03,1E+00
4.60072E+05,1.53383E+05,3.992E+03,3.8858E+04,1E+00
3.19287E+05,9.5832E+04,3.6596E+04,4.0197E+04,1E+00
2.9303E+05,4.411E+04,4.632E+03,3.25E+03,1E+00
1.04608E+05,5.9771E+04,6.679E+03,9.98E+03,1E+00
2.52675E+05,2.04971E+05,5.9976E+04,2.1181E+04,1E+00
9.8659E+04,1.68351E+05,5.1972E+04,2.7707E+04,1E+00
8.7364E+04,6.1424E+04,4.0235E+04,2.6992E+04,1E+00
2.22399E+05,1.15336E+05,3.103E+03,1.0398E+04,1E+00
4.4995E+04,4.7032E+04,1.5307E+04,3.7234E+04,1E+00
2.3033E+05,1.02377E+05,1.4763E+04,7.6E+03,1E+00
6.08475E+05,1.33565E+05,1.8635E+04,1.1196E+04,1E+00
1.137748E+06,2.88447E+05,8.7004E+04,1.1957E+04,1E+00
1.76215E+05,3.8067E+04,9.097E+03,3.057E+03,1E+00
5.20161E+05,2.8614E+05,2.8088E+04,1.3202E+04,1E+00
4.08554E+05,3.34572E+05,2.9162E+04,8.209E+03,1E+00
8.8298E+04,1.993E+04,6.509E+03,5.246E+03,1E+00
7.0544E+04,3.978E+04,1.4068E+04,4.055E+03,1E+00
1.14854E+05,7.6076E+04,2.553E+03,2.0358E+04,1E+00
6.4929E+04,1.1511E+05,1.9801E+04,1.158E+04,1E+00
3.23602E+05,8.206E+04,1.4745E+04,9.031E+03,1E+00
1.31022E+05,2.78768E+05,2.82217E+05,5.4241E+04,1E+00
3.058721E+06,3.28064E+05,7.1067E+04,7.1309E+04,1E+00
2.2059E+04,3.0865E+04,1.7421E+04,1.1009E+04,1E+00
2.6896E+04,4.577E+04,2.4781E+04,7.92E+03,1E+00
5.51719E+05,3.8571E+04,4.3209E+04,9.102E+03,1E+00
7.5298E+04,1.9669E+04,7.961E+03,3.327E+03,1E+00
1.09276E+05,1.41884E+05,4.0291E+04,4.362E+03,1E+00
1.04614E+05,1.7672E+04,7.805E+03,2.1558E+04,1E+00
3.7737E+05,2.17942E+05,1.1576E+04,4.4568E+04,1E+00
3.0846E+04,1.9447E+04,9.561E+03,6.758E+03,1E+00
2.75366E+05,1.62096E+05,1.2883E+04,1.9496E+04,1E+00
2.8979E+04,2.753E+04,5.202E+03,1.0444E+04,1E+00
3.69524E+05,4.7153E+04,1.2879E+04,3.2738E+04,1E+00
6.1304E+04,1.50042E+05,8.4578E+04,3.3263E+04,1E+00
9.967E+03,8.671E+03,7.392E+03,2.1425E+04,1E+00
3.39761E+05,1.19401E+05,2.5961E+04,2.2555E+04,1E+00
3.20257E+05,1.449E+04,6.43E+03,1.0905E+04,1E+00
8.32351E+05,1.67542E+05,1.2529E+04,2.9617E+04,1E+00
2.3752E+04,1.4915E+04,6.658E+03,1.2714E+04,1E+00
1.91201E+05,5.2059E+04,7.088E+03,4.773E+03,1E+00
1.4267E+04,9.4853E+04,9.457E+03,1.0686E+04,1E+00
2.7396E+04,8.463E+03,9.638E+03,3.734E+03,1E+00
9.8206E+05,2.18264E+05,7.9311E+04,3.0485E+04,1E+00
8.7301E+04,6.9347E+04,1.9032E+04,1.3111E+04,1E+00
8.8644E+04,1.5103E+04,7.3E+01,2.708E+03,1E+00
2.98034E+05,5.117E+03,8.127E+03,4.434E+03,1E+00
4.25683E+05,1.00236E+05,3.0705E+04,2.0391E+04,1E+00
4.10008E+05,1.13028E+05,7.4686E+04,2.489E+04,1E+00
7.93738E+05,3.8833E+04,1.8519E+04,4.128E+03,1E+00
9.17454E+05,3.96831E+05,5.7279E+04,4.6072E+04,1E+00
5.22971E+05,3.05713E+05,1.9741E+04,1.175E+04,1E+00
1.75363E+05,1.77993E+05,1.23847E+05,6.8095E+04,1E+00
6.57155E+05,8.12567E+05,6.8163E+04,3.7548E+04,1E+00
1.54886E+05,1.81012E+05,1.4302E+04,1.3374E+04,1E+00
7.91958E+05,6.943E+04,1.1931E+04,1.2892E+04,1E+00
7.95942E+05,5.13112E+05,9.6755E+04,1.10314E+05,1E+00
1.211988E+06,2.74192E+05,3.26699E+05,9.7501E+04,1E+00
1.150941E+06,1.123322E+06,3.0465E+04,1.7977E+04,1E+00
5.47792E+05,4.65214E+05,4.166E+04,2.9279E+04,1E+00
4.52234E+05,4.6163E+04,1.7218E+04,1.3856E+04,1E+00
1.903597E+06,6.15346E+05,4.8449E+04,3.4836E+04,1E+00
7.51917E+05,4.1804E+04,1.137E+03,8.699E+03,1E+00
2.27123E+05,1.46378E+05,4.4355E+04,3.4614E+04,1E+00
1.97898E+05,1.02256E+05,7.9037E+04,5.3061E+04,1E+00
2.858007E+06,9.7132E+04,2.7235E+04,1.8068E+04,1E+00
9.6021E+04,1.10917E+05,2.2436E+04,3.1173E+04,1E+00
9.63697E+05,1.67402E+05,4.6656E+04,6.138E+03,1E+00
2.8434E+04,1.8583E+04,5.734E+03,8.565E+03,1E+00
3.45725E+05,5.3134E+04,3.394E+04,2.722E+04,1E+00
7.95698E+05,5.3552E+04,7.126E+03,2.4986E+04,1E+00
3.4306E+05,1.3825E+04,5.892E+03,3.542E+03,1E+00
1.9916E+04,8.733E+03,8.988E+03,1.3486E+04,1E+00
9.868E+03,4.7801E+04,1.1184E+04,1.2334E+04,1E+00
1.5469E+05,8.8084E+04,5.957E+03,3.03E+04,1E+00
3.4468E+04,9.0661E+04,6.6549E+04,8.793E+03,1E+00
5.53455E+05,4.3577E+04,2.7326E+04,1.3954E+04,1E+00
1.003871E+06,1.50655E+05,3.2572E+04,4.5451E+04,0E+00
9.64423E+05,7.1829E+04,3.8572E+04,6.297E+03,0E+00
3.4471E+04,3.3799E+04,1.0944E+04,1.8875E+04,0E+00
4.29691E+05,2.13538E+05,1.174E+04,1.3505E+04,0E+00
1.048E+04,7.098E+03,1.2147E+04,2.7232E+04,0E+00
2.96682E+05,6.9583E+04,4.1867E+04,1.1323E+04,0E+00
7.53998E+05,1.7858E+04,1.9416E+04,3.13E+03,0E+00
1.5875E+04,1.602E+04,2.925E+03,1.8955E+04,0E+00
4.642E+03,9.867E+03,6.992E+03,1.1305E+04,0E+00
8.45692E+05,4.8295E+04,6.7972E+04,1.8073E+04,0E+00
2.11531E+05,8.4976E+04,2.6606E+04,1.0138E+04,0E+00
7.7047E+04,6.211E+04,2.3904E+04,9.662E+03,0E+00
9.0507E+05,8.3943E+04,1.4247E+04,2.4458E+04,0E+00
1.73015E+05,1.6819E+05,6.12E+03,3.942E+03,0E+00
4.0732E+05,3.5438E+04,2.2788E+04,5.223E+03,0E+00
7.9007E+04,3.743E+04,1.2322E+04,6.9556E+04,0E+00
3.14623E+05,9.4347E+04,5.0735E+04,1.2776E+04,0E+00
2.03707E+05,1.19852E+05,1.093E+04,2.6793E+04,0E+00
1.1727E+04,3.986E+03,4.0236E+04,3.6201E+04,0E+00
5.2936E+04,4.0463E+04,8.7479E+04,1.9328E+04,0E+00
5.0309E+04,2.2585E+04,2.682E+04,1.8168E+04,0E+00
2.15245E+05,2.59425E+05,1.41139E+05,3.8262E+04,0E+00
1.767769E+06,9.6629E+04,1.6176E+04,1.5084E+04,0E+00
4.094E+04,4.0042E+04,1.6072E+04,6.5E+03,0E+00
2.36044E+05,6.7283E+04,5.514E+03,1.1671E+04,0E+00
7.236E+03,1.5866E+04,1.4907E+04,1.4933E+04,0E+00
2.42396E+05,1.6236E+05,4.3657E+04,1.3469E+04,0E+00
1.82102E+05,7.32E+04,2.5897E+04,2.1735E+04,0E+00
1.17505E+05,6.3683E+04,8.546E+03,1.5506E+04,0E+00
7.7344E+04,7.4902E+04,4.6303E+04,3.5535E+04,0E+00
1.0444E+04,2.4587E+04,3.275E+03,7.082E+03,0E+00
1.4776E+04,1.3262E+04,1.794E+03,1.1936E+04,0E+00
1.0718E+04,2.5469E+04,1.8513E+04,1.2939E+04,0E+00
2.271349E+06,2.69617E+05,6.622E+04,1.8113E+04,0E+00
8.18767E+05,2.525E+05,1.019E+04,7.2958E+04,0E+00
6.34378E+05,1.008206E+06,1.21009E+05,1.63521E+05,0E+00
1.930865E+06,8.44364E+05,2.389E+05,1.35359E+05,0E+00
1.344055E+06,8.5199E+04,3.196E+03,1.892E+04,0E+00
2.23208E+05,1.25358E+05,3.0121E+04,2.2038E+04,0E+00
2.04367E+06,4.13291E+05,6.4394E+04,1.8822E+04,0E+00
1.04483E+05,4.7429E+04,1.4321E+04,5.448E+03,0E+00
6.09366E+05,2.82141E+05,1.0387E+04,2.4587E+04,0E+00
1.167188E+06,6.4971E+04,8.1002E+04,2.0457E+04,0E+00
6.72559E+05,2.0521E+04,5.112E+03,1.5547E+04,0E+00
2.2444E+05,4.1251E+04,1.5037E+04,8.796E+03,0E+00
7.86964E+05,1.33003E+05,5.5284E+04,3.2916E+04,0E+00
1.0968E+04,2.0036E+04,5.648E+03,1.3345E+04,0E+00
1.06714E+05,1.36888E+05,2.8984E+04,2.1449E+04,0E+00
6.8118E+04,2.12451E+05,4.1565E+04,2.2566E+04,0E+00
2.83591E+05,5.746E+04,2.5914E+04,1.1022E+04,0E+00
2.7326E+04,1.2503E+04,1.5147E+04,8.433E+03,0E+00
3.63547E+05,4.7145E+04,4.4259E+04,3.2635E+04,0E+00
1.3245E+04,3.2785E+04,1.8854E+04,7.562E+03,0E+00
2.52206E+05,6.3801E+04,3.821E+04,1.3784E+04,0E+00
9.45E+03,7.916E+03,3.775E+03,2.7565E+04,0E+00
1.194935E+06,2.95605E+05,6.6054E+04,6.2873E+04,0E+00
1.6643E+04,3.0406E+04,7.688E+03,4.982E+03,0E+00
1.5912E+05,2.0182E+05,8.7857E+04,3.7734E+04,0E+00
2.6071E+04,1.1897E+04,8.72E+03,8.561E+03,0E+00
1.435936E+06,6.7971E+04,4.3371E+04,2.4042E+04,0E+00
5.34461E+05,1.27311E+05,2.5816E+04,1.5815E+04,0E+00
5.46312E+05,3.2083E+04,9.7E+03,1.3118E+04,0E+00
2.01018E+05,2.0234E+04,2.602E+03,2.208E+03,0E+00
1.13926E+05,1.4991E+04,7.7E+02,2.076E+03,0E+00
1.58777E+05,1.29091E+05,2.4824E+04,1.0638E+04,0E+00
1.07326E+05,2.4872E+04,7.121E+03,2.916E+03,0E+00
2.78056E+05,1.3021E+04,2.284E+03,2.584E+03,0E+00
2.99445E+05,1.56629E+05,3.0361E+04,4.0954E+04,0E+00
6.3288E+04,1.15294E+05,4.2406E+04,1.1893E+04,0E+00
1.921031E+06,3.23938E+05,4.1604E+04,5.237E+04,0E+00
1.7597E+04,1.5947E+04,2.237E+03,1.1562E+04,0E+00
2.352E+03,6.3983E+04,3.4025E+04,2.1707E+04,0E+00
2.07569E+05,1.61207E+05,9.687E+03,2.3151E+04,0E+00
1.40409E+05,3.2586E+04,1.385E+03,6.447E+03,0E+00
1.66746E+05,3.6672E+04,4.025E+03,1.7469E+04,0E+00
1.44346E+05,1.31261E+05,1.1606E+04,4.407E+03,0E+00
3.5615E+04,2.5984E+04,1.2009E+04,1.1798E+04,0E+00
3.22156E+05,1.26922E+05,1.6994E+04,1.9188E+04,0E+00
3.6076E+04,1.2164E+04,8.973E+03,2.4342E+04,0E+00
4.19956E+05,8.415E+03,1.675E+03,1.893E+03,0E+00
1.0018E+05,3.592E+03,2.909E+03,5.43E+02,0E+00
1.09883E+05,5.536E+03,1.131E+03,5.9E+03,0E+00
4.003E+05,2.59324E+05,3.7518E+04,2.9341E+04,0E+00
3.7232E+04,4.4219E+04,1.1853E+04,4.694E+03,0E+00
6.49091E+05,7.2408E+04,1.3288E+04,9.058E+03,0E+00
1.60792E+05,3.5468E+04,5.835E+03,6.159E+03,0E+00
5.012E+05,2.74355E+05,3.6628E+04,2.7372E+04,0E+00
1.6839E+05,1.39662E+05,5.4202E+04,1.0375E+04,0E+00
1.1913E+05,4.8773E+04,7.456E+03,2.922E+03,0E+00
4.83984E+05,1.422E+05,2.9552E+04,2.9063E+04,0E+00
3.95927E+05,1.5028E+04,1.1138E+04,1.9964E+04,0E+00
9.1319E+04,1.872E+04,1.8714E+04,1.0535E+04,0E+00
1.53264E+05,4.1374E+04,6.8E+02,2.912E+03,0E+00
1.4166E+05,2.4648E+04,7.299E+03,6.938E+03,0E+00
2.22594E+05,2.3701E+04,2.626E+04,5.559E+03,0E+00
2.02691E+05,3.0821E+05,7.5007E+04,3.8969E+04,0E+00
6.0353E+04,4.0421E+04,2.5869E+04,1.6667E+04,0E+00
1.9116E+04,2.3869E+04,1.4637E+04,1.9979E+04,0E+00
1.00343E+06,1.05065E+05,1.0948E+04,4.399E+03,0E+00
1.478E+04,1.2228E+04,2.5152E+04,1.2898E+04,0E+00
1.48252E+05,6.317E+04,1.3086E+04,5.993E+03,0E+00
5.3548E+04,4.1755E+04,1.5242E+04,3.6697E+04,0E+00
1.0973E+04,1.4479E+04,2.08E+03,4.875E+03,0E+00
1.59145E+05,1.24712E+05,1.5679E+04,1.015E+04,0E+00
8.11E+03,8.737E+03,7.323E+03,5.044E+03,0E+00
2.22384E+05,3.345E+04,4.964E+03,3.339E+03,0E+00
2.8782E+04,1.3268E+04,2.292E+03,4.053E+03,0E+00
7.1237E+04,3.2979E+04,1.47E+04,2.7119E+04,0E+00
8.8588E+04,1.9248E+04,4.176E+03,2.7584E+04,0E+00
1.41768E+05,7.2502E+04,1.2955E+04,1.8012E+04,0E+00
5.283E+03,4.914E+03,1.69E+03,1.2019E+04,0E+00
1.07601E+05,5.0777E+04,1.0328E+04,9.319E+03,0E+00
2.65043E+05,7.0771E+04,3.179E+04,1.4661E+04,0E+00
3.4058E+04,1.8214E+04,7.503E+03,9.155E+03,0E+00
5.2801E+04,4.1386E+04,2.6072E+04,1.3634E+04,0E+00
